frame.number,frame.time_relative,frame.len,eth.src,eth.dst,ip.src,ip.dst,ipv6.src,ipv6.dst,ip.proto,_ws.col.info
"1","1.876832058","1292","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","157.240.195.17",,,"17","Initial, DCID=3162e7197ac0b75c, PKN: 1, CRYPTO, CRYPTO, PADDING, PING, PING, PING, PING, PING, CRYPTO, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, PING"
"2","1.876856683","1292","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","157.240.195.17",,,"17","Initial, DCID=3162e7197ac0b75c, PKN: 2, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO"
"3","1.915138880","1292","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","82.102.159.46",,,"17","Initial, DCID=3580397268c67818, PKN: 1, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, PADDING, PING, CRYPTO, PING"
"4","1.915167634","1292","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","82.102.159.46",,,"17","Initial, DCID=3580397268c67818, PKN: 2, PING, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING"
"5","1.955582049","82","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","82.102.159.46","172.18.253.191",,,"17","Initial, SCID=f580397268c67818, PKN: 1, ACK"
"6","1.955582418","1292","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","82.102.159.46","172.18.253.191",,,"17","Initial, SCID=f580397268c67818, PKN: 2, ACK, PADDING"
"7","1.955582472","1292","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","82.102.159.46","172.18.253.191",,,"17","Handshake, SCID=f580397268c67818, PKN: 4, CRYPTO"
"8","1.955582515","1292","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","82.102.159.46","172.18.253.191",,,"17","Handshake, SCID=f580397268c67818, PKN: 5, CRYPTO"
"9","1.956030209","81","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","82.102.159.46",,,"17","Handshake, DCID=f580397268c67818, PKN: 3, ACK"
"10","1.974508859","1292","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","82.102.159.46","172.18.253.191",,,"17","Handshake, SCID=f580397268c67818, PKN: 6, CRYPTO"
"11","1.974508979","1174","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","82.102.159.46","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 8, STREAM(3), SETTINGS"
"12","1.974510783","1274","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","157.240.195.17","172.18.253.191",,,"17","Initial, SCID=b92100610990a6af, PKN: 3402475, CRYPTO, ACK, PADDING"
"13","1.974510902","1274","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","157.240.195.17","172.18.253.191",,,"17","Handshake, SCID=b92100610990a6af, PKN: 3402475, CRYPTO"
"14","1.974510945","1274","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","157.240.195.17","172.18.253.191",,,"17","Handshake, SCID=b92100610990a6af, PKN: 3402476, CRYPTO"
"15","1.974510988","580","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","157.240.195.17","172.18.253.191",,,"17","Handshake, SCID=b92100610990a6af, PKN: 3402477, CRYPTO"
"16","1.974511032","122","00:15:5d:99:89:6f","00:15:5d:f3:51:c7","157.240.195.17","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 3402475, STREAM(3), SETTINGS, STREAM(7), STREAM(11), PADDING"
"17","1.974934116","81","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","82.102.159.46",,,"17","Handshake, DCID=f580397268c67818, PKN: 4, ACK"
"18","1.975387205","84","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","157.240.195.17",,,"17","Handshake, DCID=b92100610990a6af, PKN: 3, ACK"
"19","1.976628478","85","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","157.240.195.17",,,"17","Handshake, DCID=b92100610990a6af, PKN: 4, ACK"
"20","1.976997051","125","00:15:5d:f3:51:c7","00:15:5d:99:89:6f","172.18.253.191","82.102.159.46",,,"17","Handshake, DCID=f580397268c67818, PKN: 5, CRYPTO"
